account_id,rating_region,industry,covered_lives_2025,annual_premium_2025,risk_score_2025,risk_band,renewal_month,account_status,prior_renewal_rate,prior_rate_mean,prior_rate_last,paid_claims_2025,process_cv
ACC05557,R38,Healthcare,414,2671940.06,0.5853,0.50–0.99,9,Active,1.0,1.6666666666666667,0,1680510.82,0.13130903894599913
ACC05558,R12,Technology,1603,11249322.49,0.7677,0.50–0.99,1,Active,1.0,-1.6666666666666667,-5,5335702.68,0.07358717119971915
ACC05559,R11,Hospitality,511,2508686.85,1.3165,1.00–1.49,7,Active,0.6666666666666666,1.6666666666666667,-15,2857222.25,0.10641941312132247
ACC05560,R04,Healthcare,278,1764222.78,0.1989,0.15–0.49,11,Active,0.6666666666666666,21.666666666666668,15,374055.99,0.14912212883540987
ACC05561,R35,Financial services,71,450080.35,0.9864,0.50–0.99,1,Active,1.0,15.0,5,148810.66,0.29979459729315067
ACC05562,R34,Financial services,66,328027.28,0.3205,0.15–0.49,12,Active,0.3333333333333333,8.333333333333334,10,79833.21,0.31840750279983693
ACC05563,R32,Hospitality,532,3457527.13,0.2604,0.15–0.49,3,Active,0.6666666666666666,13.333333333333334,10,846251.5,0.12561921219269107
ACC05564,R30,Retail,100,543690.95,0.8506,0.50–0.99,8,Active,1.0,0.0,0,442444.7,0.2937232385357487
ACC05565,R26,Technology,62,504891.56,2.4507,1.50–2.49,6,Active,1.0,1.6666666666666667,20,771308.29,0.2546330340749934
ACC05566,R26,Retail,521,3474250.58,0.6119,0.50–0.99,1,Active,0.6666666666666666,6.666666666666667,-10,1383488.31,0.11624372714386971
ACC05567,R20,Technology,413,2656733.06,1.0219,1.00–1.49,1,Active,0.6666666666666666,13.333333333333334,10,2769581.3,0.12634235450256984
ACC05568,R46,Technology,153,759067.48,1.4767,1.00–1.49,7,Active,1.0,5.0,0,995673.3300000001,0.31447923822433954
ACC05569,R35,Manufacturing,1744,12595813.79,0.2001,0.15–0.49,9,Active,1.0,8.333333333333334,20,2632359.06,0.07186449428321802
ACC05570,R35,Professional services,544,4516662.07,0.2494,0.15–0.49,2,Active,0.6666666666666666,-5.0,10,765150.8300000001,0.15240571795336097
ACC05571,R21,Professional services,255,1852148.94,0.2454,0.15–0.49,4,Active,0.6666666666666666,0.0,10,411357.18,0.18857055122743038
ACC05572,R19,Logistics,83,637846.8,1.3202,1.00–1.49,11,Active,1.0,8.333333333333334,10,456674.6,0.22199116508875116
ACC05573,R15,Professional services,131,881730.06,0.8164,0.50–0.99,9,Active,1.0,-8.333333333333334,-15,344671.07,0.19753557784326714
ACC05574,R38,Technology,275,2240394.99,1.1548,1.00–1.49,2,Active,1.0,11.666666666666666,5,2164733.9,0.15240273508807883
ACC05575,R13,Hospitality,62,248961.02,0.2544,0.15–0.49,12,Active,0.6666666666666666,3.3333333333333335,-5,177306.74,0.3484175566503755
ACC05576,R21,Retail,383,2120793.73,0.2774,0.15–0.49,3,Active,1.0,8.333333333333334,5,411842.21,0.1570566502957509
ACC05577,R15,Retail,137,1050815.05,0.2051,0.15–0.49,3,Active,0.6666666666666666,-1.6666666666666667,10,251248.25,0.25497955061614686
ACC05578,R36,Hospitality,62,486034.01,0.5229,0.50–0.99,10,Active,0.3333333333333333,6.666666666666667,5,115480.69,0.30896703673114406
ACC05579,R02,Retail,676,6227925.21,1.872,1.50–2.49,1,Active,1.0,5.0,20,8144479.64,0.09951221285372565
ACC05580,R36,Healthcare,524,3982760.72,0.6199,0.50–0.99,7,Active,1.0,10.0,15,2282058.94,0.10749478410585561
ACC05581,R11,Technology,842,7013568.6,4.9911,2.50–5.00,6,Active,1.0,11.666666666666666,5,24080473.25,0.06461896490889457
ACC05582,R01,Healthcare,385,2038238.99,0.7432,0.50–0.99,6,Active,1.0,3.3333333333333335,10,1346728.24,0.1373550690824641
ACC05583,R01,Hospitality,253,2113838.32,1.0187,1.00–1.49,1,Active,1.0,10.0,10,1614969.5,0.1574078720462667
ACC05584,R19,Healthcare,158,923063.99,0.2141,0.15–0.49,9,Active,1.0,1.6666666666666667,5,243020.88,0.31304288456887114
ACC05585,R39,Hospitality,105,695896.1,0.1787,0.15–0.49,5,Active,0.6666666666666666,18.333333333333332,25,192077.77000000002,0.28492854249780747
ACC05586,R07,Manufacturing,109,859399.95,1.0452,1.00–1.49,9,Active,0.6666666666666666,11.666666666666666,15,781981.44,0.2443710439573559
ACC05587,R09,Professional services,261,2058607.53,0.519,0.50–0.99,9,Active,1.0,0.0,-15,658403.28,0.15383561032018592
ACC05588,R01,Financial services,308,2078510.94,2.4291,1.50–2.49,9,Active,1.0,15.0,10,3706617.59,0.10743420541086664
ACC05589,R32,Logistics,90,590952.59,1.1507,1.00–1.49,6,Active,1.0,16.666666666666668,25,648727.03,0.2936175238290134
ACC05590,R35,Hospitality,234,1360488.69,1.0718,1.00–1.49,8,Active,0.6666666666666666,10.0,10,1316146.8,0.1587452027943269
ACC05591,R07,Technology,672,3510063.45,0.4511,0.15–0.49,2,Active,0.6666666666666666,13.333333333333334,15,1272544.7,0.11086205632120606
ACC05592,R16,Retail,148,1191324.51,3.5553,2.50–5.00,2,Active,1.0,1.6666666666666667,0,4252539.69,0.17592026429529406
ACC05593,R28,Manufacturing,269,2151985.4,1.9978,1.50–2.49,1,Active,1.0,-1.6666666666666667,0,4419660.0,0.1520076609924539
ACC05594,R06,Professional services,211,1204043.35,0.7575,0.50–0.99,9,Active,1.0,3.3333333333333335,0,965724.53,0.2507762116625135
ACC05595,R33,Logistics,154,795626.32,0.682,0.50–0.99,4,Active,0.6666666666666666,3.3333333333333335,0,574545.5599999999,0.17474968513005956
ACC05596,R31,Healthcare,165,1122662.24,1.1087,1.00–1.49,12,Active,1.0,8.333333333333334,10,1105336.75,0.19370601224234976
ACC05597,R42,Hospitality,64,573501.67,1.0655,1.00–1.49,7,Active,1.0,0.0,0,251494.06,0.24078235034348458
ACC05598,R40,Technology,780,4561729.02,1.4846,1.00–1.49,2,Active,0.6666666666666666,21.666666666666668,20,5196644.23,0.08004206015838121
ACC05599,R11,Professional services,139,796867.33,0.913,0.50–0.99,12,Active,1.0,5.0,0,738750.71,0.22573007364938683
ACC05600,R35,Professional services,188,971299.94,0.79,0.50–0.99,7,Active,0.6666666666666666,3.3333333333333335,-5,766704.06,0.23158213746438064
ACC05601,R45,Retail,243,1593925.63,0.8523,0.50–0.99,11,Active,0.6666666666666666,15.0,25,931021.76,0.1723828895123876
ACC05602,R46,Hospitality,400,2321919.74,0.3902,0.15–0.49,6,Active,1.0,0.0,0,692213.51,0.15678665299046965
ACC05603,R34,Technology,459,2886425.79,0.1877,0.15–0.49,4,Active,1.0,6.666666666666667,10,838374.61,0.15638323152435976
ACC05604,R21,Logistics,1115,7382535.59,0.7746,0.50–0.99,6,Active,1.0,10.0,0,4316760.37,0.10492112204647416
ACC05605,R26,Retail,66,439763.58,0.8022,0.50–0.99,3,Active,0.6666666666666666,3.3333333333333335,0,202867.73,0.2356637657047109
ACC05606,R42,Technology,369,1969012.3,1.3862,1.00–1.49,3,Active,1.0,11.666666666666666,15,2444569.12,0.10397559776113734
ACC05607,R14,Manufacturing,326,2978984.5,0.6044,0.50–0.99,7,Active,0.6666666666666666,6.666666666666667,-5,957023.4,0.11215198125141873
ACC05608,R23,Logistics,283,2750051.22,0.6044,0.50–0.99,12,Active,0.6666666666666666,10.0,0,1046692.77,0.19033651715976715
ACC05609,R39,Technology,1036,8511105.77,1.1272,1.00–1.49,7,Active,1.0,-1.6666666666666667,-15,6147132.53,0.07869114802639328
ACC05610,R25,Healthcare,113,1007113.29,1.3102,1.00–1.49,3,Active,1.0,1.6666666666666667,10,802185.65,0.20876491565474578
ACC05611,R42,Technology,232,2102183.95,4.1301,2.50–5.00,8,Active,1.0,5.0,15,6023382.2,0.1281747771472955
ACC05612,R35,Manufacturing,619,3987929.4,1.3748,1.00–1.49,6,Active,0.6666666666666666,13.333333333333334,10,3790202.4699999997,0.09720746109654027
ACC05613,R22,Hospitality,600,3494116.42,1.0034,1.00–1.49,9,Active,0.6666666666666666,13.333333333333334,-10,3924645.95,0.09542053010586665
ACC05614,R43,Financial services,371,3464085.75,0.5418,0.50–0.99,6,Active,0.6666666666666666,8.333333333333334,20,1204811.8,0.13523394170005146
ACC05615,R25,Logistics,435,2831514.56,0.8874,0.50–0.99,9,Active,0.6666666666666666,3.3333333333333335,-5,1726576.82,0.13814597846801244
ACC05616,R44,Manufacturing,71,361304.6,0.1726,0.15–0.49,2,Active,0.6666666666666666,1.6666666666666667,0,172055.87,0.500315277897726
ACC05617,R12,Healthcare,567,3259371.06,0.7319,0.50–0.99,4,Active,0.6666666666666666,13.333333333333334,15,1906580.75,0.1134886229929373
ACC05618,R34,Financial services,438,2838648.46,1.9701,1.50–2.49,6,Active,1.0,6.666666666666667,15,4719226.53,0.10348706530977113
ACC05619,R29,Financial services,154,906598.42,0.2788,0.15–0.49,11,Active,1.0,-5.0,5,240508.54,0.22126593433422292
ACC05620,R05,Retail,267,1668353.25,0.8772,0.50–0.99,7,Active,1.0,1.6666666666666667,0,1262049.92,0.3052924625800426
ACC05621,R09,Hospitality,206,1823017.05,0.989,0.50–0.99,4,Active,1.0,-3.3333333333333335,-10,714671.07,0.19170123450235854
ACC05622,R11,Hospitality,390,2544236.95,0.8553,0.50–0.99,10,Active,1.0,8.333333333333334,0,1127171.67,0.11661778413288516
ACC05623,R06,Logistics,549,3172951.02,0.7523,0.50–0.99,3,Active,1.0,15.0,20,1720543.05,0.11949271366458168
ACC05624,R16,Professional services,252,1631788.36,0.5417,0.50–0.99,8,Active,0.6666666666666666,-3.3333333333333335,-15,901456.46,0.17860226740131901
ACC05625,R20,Professional services,406,2305748.19,0.8628,0.50–0.99,2,Active,0.6666666666666666,10.0,15,2079920.76,0.17919931331734598
ACC05626,R19,Retail,176,1013795.08,0.2521,0.15–0.49,3,Active,0.3333333333333333,6.666666666666667,5,321906.95,0.29603876097705045
ACC05627,R32,Financial services,1278,7261627.95,0.4666,0.15–0.49,1,Active,1.0,5.0,0,1922257.41,0.08119182812722724
ACC05628,R25,Financial services,264,1933136.54,4.1615,2.50–5.00,11,Active,1.0,8.333333333333334,5,7029323.7299999995,0.11156058900801105
ACC05629,R30,Logistics,109,513111.94,0.3556,0.15–0.49,7,Active,0.3333333333333333,10.0,15,115901.86,0.24520909770953764
ACC05630,R25,Manufacturing,174,1337180.82,4.3759,2.50–5.00,6,Active,1.0,8.333333333333334,0,3969021.84,0.122167350180408
ACC05631,R47,Technology,250,1146355.01,0.9415,0.50–0.99,12,Active,1.0,3.3333333333333335,10,845790.76,0.1724998399473152
ACC05632,R06,Professional services,93,553712.66,0.3652,0.15–0.49,8,Active,0.6666666666666666,10.0,-5,172578.00999999998,0.4256890743790651
ACC05633,R10,Logistics,79,651034.65,0.8539,0.50–0.99,1,Active,1.0,1.6666666666666667,10,303060.07,0.25267463213927255
ACC05634,R21,Manufacturing,368,3261136.69,0.4681,0.15–0.49,1,Active,0.6666666666666666,10.0,-5,847168.07,0.15388214189169241
ACC05635,R44,Technology,212,1221218.38,0.86,0.50–0.99,3,Active,1.0,6.666666666666667,0,762925.42,0.16228162839851812
ACC05636,R24,Financial services,195,1514490.07,2.2149,1.50–2.49,3,Active,1.0,5.0,10,3239250.91,0.15914383975925175
ACC05637,R28,Healthcare,259,1583502.0,1.3291,1.00–1.49,5,Active,1.0,5.0,5,2194219.32,0.14966968331068034
ACC05638,R36,Retail,62,418024.67,0.8143,0.50–0.99,11,Active,0.6666666666666666,-3.3333333333333335,-15,207083.57,0.2837337274905632
ACC05639,R25,Retail,144,1009819.15,0.8465,0.50–0.99,5,Active,1.0,5.0,10,716178.4299999999,0.21708230892734767
ACC05640,R19,Retail,62,422367.19,0.4897,0.15–0.49,8,Active,0.3333333333333333,20.0,10,168513.02,0.4835880979403508
ACC05641,R14,Healthcare,62,428523.11,0.6696,0.50–0.99,11,Active,0.6666666666666666,10.0,10,102019.79,0.34700039153859513
ACC05642,R04,Healthcare,255,1671472.04,0.1714,0.15–0.49,2,Active,0.3333333333333333,8.333333333333334,15,438369.72,0.1536987805274457
ACC05643,R31,Manufacturing,91,704268.82,0.8557,0.50–0.99,12,Active,0.6666666666666666,10.0,5,452624.26,0.2404416272089834
ACC05644,R21,Manufacturing,159,1148695.89,0.6653,0.50–0.99,9,Active,1.0,5.0,15,564751.9400000001,0.19119141716960975
ACC05645,R28,Manufacturing,868,5611873.61,0.7505,0.50–0.99,2,Active,0.6666666666666666,1.6666666666666667,15,3101409.63,0.08640293944617827
ACC05646,R08,Technology,177,799573.66,0.8187,0.50–0.99,11,Active,1.0,-1.6666666666666667,0,997737.89,0.19578558363205248
ACC05647,R08,Professional services,407,2186786.79,0.2259,0.15–0.49,12,Active,0.6666666666666666,1.6666666666666667,0,517781.88,0.13771611757490618
ACC05648,R41,Technology,90,542387.34,0.3899,0.15–0.49,10,Active,0.6666666666666666,5.0,15,124084.98,0.32205704806196633
ACC05649,R48,Retail,233,1414273.89,0.7342,0.50–0.99,11,Active,1.0,0.0,-5,848905.99,0.1806064326469583
ACC05650,R04,Financial services,427,3154986.77,0.9339,0.50–0.99,1,Active,0.6666666666666666,6.666666666666667,10,1081637.95,0.11554151574910523
ACC05651,R07,Professional services,256,1728013.35,0.9457,0.50–0.99,8,Active,0.3333333333333333,6.666666666666667,25,860013.65,0.2244591920773336
ACC05652,R07,Professional services,215,1727098.32,1.0863,1.00–1.49,4,Active,0.3333333333333333,10.0,5,1830311.3900000001,0.1721667964678172
ACC05653,R06,Professional services,149,904176.43,0.9585,0.50–0.99,9,Active,0.6666666666666666,6.666666666666667,-5,573659.04,0.18059216327369745
ACC05654,R10,Technology,114,711708.8,0.4816,0.15–0.49,10,Active,0.6666666666666666,1.6666666666666667,10,166720.66999999998,0.23910199835879897
ACC05655,R25,Hospitality,117,771374.52,0.3124,0.15–0.49,4,Active,0.6666666666666666,15.0,10,209186.96,0.21681371059567772
ACC05656,R30,Retail,143,1297300.27,0.442,0.15–0.49,4,Active,1.0,16.666666666666668,15,290423.02,0.33073936254179787
ACC05657,R47,Hospitality,401,2941832.74,1.2153,1.00–1.49,4,Active,1.0,5.0,5,2119494.13,0.10910512960565352
ACC05658,R24,Professional services,1514,7528763.59,0.2853,0.15–0.49,11,Active,0.6666666666666666,-5.0,5,2780692.03,0.08635921836743983
ACC05659,R44,Financial services,248,1669697.55,0.5189,0.50–0.99,11,Active,1.0,5.0,0,877637.32,0.14385865982539614
ACC05660,R45,Manufacturing,112,816419.05,0.7669,0.50–0.99,12,Active,0.6666666666666666,13.333333333333334,15,393009.44,0.22806053427641543
ACC05661,R08,Retail,368,1541641.1,0.3454,0.15–0.49,5,Active,0.6666666666666666,11.666666666666666,5,595819.86,0.1512727908021008
ACC05662,R06,Hospitality,94,602319.33,0.8019,0.50–0.99,9,Active,0.6666666666666666,1.6666666666666667,15,312606.22,0.21295888042808525
ACC05663,R36,Hospitality,287,1739812.73,0.9685,0.50–0.99,7,Active,1.0,10.0,5,666222.63,0.1646195370921819
ACC05664,R21,Technology,601,4765694.2,1.3759,1.00–1.49,1,Active,1.0,15.0,25,4292400.63,0.09706499511121641
ACC05665,R10,Hospitality,76,601674.58,2.1373,1.50–2.49,12,Active,1.0,6.666666666666667,5,1029822.41,0.19238469743823577
ACC05666,R12,Hospitality,222,1414773.26,0.3665,0.15–0.49,5,Active,1.0,6.666666666666667,10,192913.32,0.14602768047666517
ACC05667,R25,Logistics,105,591792.12,0.8889,0.50–0.99,4,Active,1.0,10.0,0,354156.01,0.27054469168913997
ACC05668,R43,Manufacturing,489,3262510.58,0.9526,0.50–0.99,2,Active,0.6666666666666666,6.666666666666667,20,1790824.79,0.18023412734885821
ACC05669,R31,Healthcare,62,469712.78,0.6505,0.50–0.99,3,Active,1.0,-5.0,-15,98558.45,0.3329758545903487
ACC05670,R21,Healthcare,256,1482992.5,0.6472,0.50–0.99,2,Active,0.3333333333333333,8.333333333333334,0,806071.27,0.1385509307116791
ACC05671,R36,Manufacturing,346,3168188.33,2.1859,1.50–2.49,5,Active,0.6666666666666666,11.666666666666666,15,4988597.78,0.10458409121640745
ACC05672,R12,Financial services,504,3768666.86,0.2463,0.15–0.49,12,Active,0.6666666666666666,16.666666666666668,20,983167.94,0.12245369081919807
ACC05673,R33,Logistics,231,1322696.96,0.3268,0.15–0.49,11,Active,1.0,0.0,15,342849.75,0.1534471965448805
ACC05674,R47,Technology,202,1968966.47,3.9092,2.50–5.00,5,Active,1.0,-1.6666666666666667,10,5045806.36,0.12272281210422706
ACC05675,R04,Manufacturing,62,411467.42,0.1648,0.15–0.49,3,Active,0.6666666666666666,0.0,0,108240.37,0.4151735790039277
ACC05676,R11,Professional services,285,2056619.97,1.7688,1.50–2.49,11,Active,1.0,10.0,5,3423516.39,0.11561420850681313
ACC05677,R03,Manufacturing,861,8076306.27,0.6109,0.50–0.99,8,Active,1.0,10.0,10,2707634.92,0.09075308709433488
ACC05678,R06,Logistics,231,1872911.48,0.9223,0.50–0.99,2,Active,0.3333333333333333,16.666666666666668,5,992927.39,0.36559670078458145
ACC05679,R15,Retail,231,1237122.52,0.6785,0.50–0.99,1,Active,1.0,10.0,20,774011.9400000001,0.1527575936264493
ACC05680,R46,Technology,665,4451321.97,0.7366,0.50–0.99,8,Active,0.6666666666666666,6.666666666666667,15,2843222.81,0.12716517510103825
ACC05681,R03,Hospitality,407,2926127.79,2.2395,1.50–2.49,12,Active,1.0,10.0,15,5353281.44,0.09860698662383123
ACC05682,R01,Manufacturing,1003,6153026.34,1.311,1.00–1.49,2,Active,1.0,8.333333333333334,10,5524082.57,0.07258167706629279
ACC05683,R33,Healthcare,458,2025470.29,0.3655,0.15–0.49,6,Active,1.0,1.6666666666666667,10,538151.81,0.12153951601076943
ACC05684,R15,Financial services,363,2383043.2,0.8109,0.50–0.99,2,Active,0.3333333333333333,16.666666666666668,10,1450285.11,0.1480449345168287
ACC05685,R23,Logistics,104,550277.84,0.5171,0.50–0.99,8,Active,1.0,6.666666666666667,15,278171.93,0.19949277090494794
ACC05686,R23,Logistics,197,1377705.93,0.7273,0.50–0.99,7,Active,1.0,-1.6666666666666667,-5,618533.29,0.17700310713578413
ACC05687,R37,Technology,233,1782145.17,0.8957,0.50–0.99,4,Active,0.6666666666666666,8.333333333333334,5,798109.8300000001,0.15693099228610138
ACC05688,R37,Professional services,264,2044049.65,0.6094,0.50–0.99,4,Active,0.6666666666666666,1.6666666666666667,15,871890.67,0.16080495063590944
ACC05689,R13,Financial services,164,1252102.56,1.7272,1.50–2.49,5,Active,1.0,-5.0,-10,1802169.98,0.1556469022827309
ACC05690,R13,Manufacturing,101,718408.98,0.4513,0.15–0.49,11,Active,1.0,-6.666666666666667,-15,169416.04,0.2795148116663933
ACC05691,R41,Professional services,583,4927684.31,1.2178,1.00–1.49,11,Active,0.6666666666666666,18.333333333333332,25,3534800.78,0.09506275344448487
ACC05692,R03,Healthcare,105,785581.77,2.0669,1.50–2.49,3,Active,1.0,8.333333333333334,15,1107851.14,0.1761554876438539
ACC05693,R26,Retail,191,1312357.18,0.1962,0.15–0.49,6,Active,0.6666666666666666,-3.3333333333333335,-5,603429.7899999999,0.5134731162116838
ACC05694,R08,Technology,124,969179.54,1.4654,1.00–1.49,3,Active,1.0,-3.3333333333333335,-5,649993.63,0.19923304279722448
ACC05695,R44,Hospitality,381,2733466.53,1.2449,1.00–1.49,6,Active,1.0,8.333333333333334,10,3242165.11,0.12941041356423222
ACC05696,R33,Hospitality,373,2529931.98,0.709,0.50–0.99,12,Active,0.3333333333333333,6.666666666666667,0,1362750.09,0.14673417745828907
ACC05697,R37,Healthcare,109,717326.18,0.8795,0.50–0.99,6,Active,1.0,1.6666666666666667,10,410428.87,0.22089172780628777
ACC05698,R44,Logistics,170,1171584.98,1.6214,1.50–2.49,3,Active,1.0,0.0,5,2606808.68,0.1446986467223794
ACC05699,R34,Healthcare,260,1559524.43,0.9611,0.50–0.99,10,Active,1.0,3.3333333333333335,0,1094290.99,0.22682395984234022
ACC05700,R35,Manufacturing,256,1497541.25,0.1684,0.15–0.49,4,Active,0.6666666666666666,-5.0,-15,493965.68,0.19216872763977058
ACC05701,R34,Hospitality,1290,7154412.84,0.871,0.50–0.99,12,Active,1.0,5.0,15,5112881.7,0.09698928583819212
ACC05702,R27,Logistics,82,558897.0,1.5655,1.50–2.49,10,Active,1.0,3.3333333333333335,20,1090170.59,0.1781584597146519
ACC05703,R40,Healthcare,144,1266300.73,1.9586,1.50–2.49,5,Active,1.0,3.3333333333333335,5,1636141.98,0.1573987203558774
ACC05704,R24,Professional services,301,1591054.06,0.474,0.15–0.49,9,Active,0.6666666666666666,3.3333333333333335,5,515320.01,0.1462679121318126
ACC05705,R14,Healthcare,502,3877099.08,1.094,1.00–1.49,11,Active,1.0,5.0,10,3165684.43,0.09966820922946856
ACC05706,R26,Technology,75,465562.83,0.3657,0.15–0.49,5,Active,0.3333333333333333,10.0,0,229019.41,0.4631586069317458
ACC05707,R44,Retail,762,5985059.96,0.6225,0.50–0.99,11,Active,1.0,3.3333333333333335,5,2488627.21,0.09366612735682818
ACC05708,R21,Financial services,143,905925.98,0.9474,0.50–0.99,7,Active,0.6666666666666666,5.0,5,401981.3,0.20164681847244545
ACC05709,R02,Financial services,256,1922212.28,0.4846,0.15–0.49,4,Active,0.6666666666666666,10.0,15,552639.47,0.18977418170769655
ACC05710,R01,Technology,646,3930304.9,0.4897,0.15–0.49,6,Active,1.0,8.333333333333334,0,1325940.5,0.1313384881046791
ACC05711,R02,Financial services,857,3797911.73,0.4363,0.15–0.49,5,Active,1.0,-1.6666666666666667,0,1369140.18,0.11077648919698989
ACC05712,R05,Financial services,480,3252196.52,0.6302,0.50–0.99,5,Active,0.6666666666666666,1.6666666666666667,-15,1686650.48,0.17100512081370906
ACC05713,R48,Logistics,62,372750.86,0.5012,0.50–0.99,12,Active,1.0,8.333333333333334,5,141012.91,0.21961583306169175
ACC05714,R45,Logistics,403,3345068.82,0.6903,0.50–0.99,3,Active,0.6666666666666666,11.666666666666666,10,1226249.32,0.16245729684009413
ACC05715,R42,Logistics,175,1146427.49,0.8283,0.50–0.99,12,Active,0.3333333333333333,5.0,20,608117.86,0.1868250432559958
ACC05716,R10,Retail,291,2135700.92,0.3924,0.15–0.49,11,Active,0.6666666666666666,10.0,0,526421.66,0.21257319032363622
ACC05717,R16,Healthcare,106,980619.15,0.6128,0.50–0.99,2,Active,1.0,-1.6666666666666667,-10,328000.57,0.23276831816169324
ACC05718,R47,Technology,434,2819704.62,2.7572,2.50–5.00,11,Active,1.0,6.666666666666667,0,11706895.79,0.11066914710964128
ACC05719,R38,Retail,183,1217548.69,1.3262,1.00–1.49,8,Active,0.6666666666666666,8.333333333333334,5,1040396.53,0.16353553878071628
ACC05720,R07,Manufacturing,220,1005111.73,0.2908,0.15–0.49,10,Active,1.0,13.333333333333334,10,338185.7,0.23776383390135375
ACC05721,R09,Hospitality,153,953845.06,0.288,0.15–0.49,1,Active,0.6666666666666666,10.0,5,238816.67,0.28359406785760466
ACC05722,R18,Hospitality,81,514478.73,0.7517,0.50–0.99,2,Active,1.0,3.3333333333333335,-10,257093.1,0.23181818168021354
ACC05723,R23,Logistics,122,761871.45,0.3351,0.15–0.49,3,Active,0.6666666666666666,5.0,5,213397.58,0.2298237814422675
ACC05724,R05,Technology,377,2777593.73,0.3522,0.15–0.49,6,Active,1.0,1.6666666666666667,-5,540742.27,0.15659052625283446
ACC05725,R06,Financial services,710,4555462.01,1.34,1.00–1.49,5,Active,1.0,6.666666666666667,5,4696405.9,0.10015775968534071
ACC05726,R03,Manufacturing,555,4059277.76,0.832,0.50–0.99,3,Active,1.0,10.0,10,1846296.46,0.10905376276074367
ACC05727,R26,Retail,353,3130135.74,1.0107,1.00–1.49,4,Active,1.0,6.666666666666667,-5,1978197.93,0.1359511039637581
ACC05728,R19,Financial services,434,3818668.73,0.9235,0.50–0.99,10,Active,1.0,11.666666666666666,10,1213748.8,0.12725326993323371
ACC05729,R44,Professional services,164,949289.68,0.3688,0.15–0.49,10,Active,1.0,-3.3333333333333335,5,228457.38,0.2796899535983058
ACC05730,R14,Hospitality,265,1892397.72,0.3886,0.15–0.49,1,Active,1.0,3.3333333333333335,10,497069.84,0.18610361058476868
ACC05731,R39,Technology,113,659009.3,3.656,2.50–5.00,12,Active,1.0,-3.3333333333333335,5,3528858.5100000002,0.1656728911953238
ACC05732,R37,Retail,211,1384234.64,0.849,0.50–0.99,4,Active,0.0,11.666666666666666,15,853652.51,0.3383779972233576
ACC05733,R04,Retail,113,758851.98,0.506,0.50–0.99,10,Active,0.3333333333333333,11.666666666666666,10,356091.62,0.22543873082264745
ACC05734,R07,Logistics,216,1249565.04,0.3917,0.15–0.49,6,Active,0.6666666666666666,-3.3333333333333335,0,368236.05,0.20367343379871417
ACC05735,R35,Financial services,644,4350718.08,2.1985,1.50–2.49,4,Active,1.0,-5.0,-10,7868941.57,0.08969635447749111
ACC05736,R38,Retail,175,1042886.14,0.6676,0.50–0.99,1,Active,0.6666666666666666,3.3333333333333335,15,626220.34,0.19812151696070987
ACC05737,R22,Manufacturing,94,463344.73,0.2847,0.15–0.49,3,Active,0.6666666666666666,1.6666666666666667,10,140673.95,0.3144687935573374
ACC05738,R19,Logistics,331,2115313.37,0.8531,0.50–0.99,8,Active,1.0,6.666666666666667,5,1295011.73,0.16003429041996037
ACC05739,R05,Hospitality,236,1918649.25,1.8452,1.50–2.49,6,Active,1.0,6.666666666666667,20,4014573.31,0.18875572770243795
ACC05740,R23,Financial services,357,1712703.65,0.1718,0.15–0.49,12,Active,0.6666666666666666,3.3333333333333335,10,581124.56,0.1618658650177951
ACC05741,R12,Logistics,217,1689112.47,0.5275,0.50–0.99,2,Active,1.0,6.666666666666667,0,747459.23,0.17495265931772308
ACC05742,R39,Professional services,261,1848063.89,1.4439,1.00–1.49,6,Active,0.6666666666666666,11.666666666666666,10,1596078.0,0.12442949056536144
ACC05743,R37,Logistics,679,3745984.17,0.3598,0.15–0.49,6,Active,1.0,3.3333333333333335,5,925795.39,0.11757090049402015
ACC05744,R13,Healthcare,250,2262667.14,0.8722,0.50–0.99,12,Active,0.6666666666666666,16.666666666666668,10,834465.6900000001,0.14909487237318278
ACC05745,R40,Retail,138,809632.23,0.7313,0.50–0.99,6,Active,1.0,3.3333333333333335,-5,826052.95,0.20410302105260428
ACC05746,R12,Logistics,267,2157592.83,1.2842,1.00–1.49,8,Active,1.0,11.666666666666666,20,1948367.11,0.16838434927743479
ACC05747,R33,Retail,339,2020096.29,0.2988,0.15–0.49,2,Active,0.3333333333333333,10.0,20,535111.42,0.16846666020538467
ACC05748,R29,Professional services,702,5290679.13,1.8396,1.50–2.49,6,Active,1.0,6.666666666666667,-15,9346382.02,0.08912263940466691
ACC05749,R02,Hospitality,242,1243670.56,0.5851,0.50–0.99,10,Active,1.0,0.0,-15,896931.24,0.21942347587456776
ACC05750,R48,Professional services,438,2284865.97,0.6007,0.50–0.99,9,Active,0.0,5.0,10,1336215.61,0.13453939399230802
ACC05751,R26,Hospitality,382,2035654.83,0.4282,0.15–0.49,3,Active,1.0,5.0,0,649875.39,0.1614986836989473
ACC05752,R05,Manufacturing,446,3427623.78,3.8547,2.50–5.00,11,Active,1.0,1.6666666666666667,-5,11107323.87,0.08581835151898369
ACC05753,R15,Retail,256,1629471.58,0.7529,0.50–0.99,1,Active,0.6666666666666666,10.0,5,1130909.16,0.15158457852190066
ACC05754,R03,Manufacturing,210,1657876.78,1.7074,1.50–2.49,1,Active,1.0,8.333333333333334,10,2155676.12,0.12083230267947141
