quote_id,account_id,year,offered_rate_change_pct,renewed,premium,risk_score_at_quote,rating_region,industry,covered_lives_2025,annual_premium_2025,risk_score_2025,risk_band,renewal_month,medical_cost_inflation_pct,utilization_trend_pct,unemployment_rate_pct,paid_claims,allowed_claims,claim_count,unique_members,claim_severity,median_claim,p90_claim,max_claim,provider_count,mlr,claims_per_life,paid_per_life,claims_premium_gap,loss_making
Q202505788,ACC05788,2025,15,1,2521718.9,0.3676,R07,Hospitality,312,2160625.01,0.3226,0.15–0.49,11,3.919,2.58,3.359,597542.05,705666.27,154.0,118.0,3880.1431818181823,1463.6100000000001,8174.514000000003,52335.74,118.0,0.2369582311493958,0.4935897435897436,1915.1988782051283,-1924176.8499999999,False
Q202505789,ACC05789,2025,10,1,2069509.65,0.8563,R24,Professional services,392,2047312.81,0.8749,0.50–0.99,11,5.59,2.842,3.647,1405435.55,1659051.17,249.0,179.0,5644.319477911647,1665.81,13714.888000000023,121954.41,151.0,0.6791152435553998,0.6352040816326531,3585.2947704081635,-664074.0999999999,False
Q202505790,ACC05790,2025,5,1,9803640.32,1.7521,R30,Healthcare,1099,9577847.64,1.7448,1.50–2.49,11,5.308,2.763,3.218,15318201.77,18318657.03,1228.0,755.0,12474.105675895766,3983.505,27184.926,418622.67,248.0,1.5625014045802936,1.1173794358507734,13938.309162875341,5514561.449999999,True
Q202505791,ACC05791,2025,-10,1,4204396.65,0.5563,R03,Hospitality,757,4731496.66,0.5248,0.50–0.99,2,4.915,2.329,3.009,2397201.17,2881430.41,521.0,365.0,4601.153877159309,1717.73,11715.87,68725.14,221.0,0.5701653220563763,0.6882430647291942,3166.712245706737,-1807195.4800000004,False
Q202505792,ACC05792,2025,5,1,3945482.88,1.04,R08,Healthcare,582,3983411.99,1.0229,1.00–1.49,1,4.649,1.752,3.434,4162119.61,5014254.28,498.0,328.0,8357.669899598393,2591.73,15562.087000000001,388296.97,204.0,1.0549075326364108,0.8556701030927835,7151.408264604811,216636.72999999998,True
Q202505793,ACC05793,2025,25,1,1418725.05,1.3554,R37,Technology,175,1152701.88,1.3983,1.00–1.49,5,5.303,2.136,4.946,1320971.5,1593410.4100000001,150.0,105.0,8806.476666666667,3230.825,17903.504999999997,159956.47,112.0,0.9310976076724662,0.8571428571428571,7548.408571428571,-97753.55000000005,False
Q202505794,ACC05794,2025,0,1,2074254.36,0.7441,R43,Hospitality,301,2126168.63,0.7855,0.50–0.99,12,5.057,1.509,3.524,1208574.19,1439759.27,218.0,145.0,5543.918302752293,1756.2800000000002,12076.741000000025,72964.41,143.0,0.5826547666024913,0.7242524916943521,4015.196644518272,-865680.1700000002,False
Q202505795,ACC05795,2025,-5,1,1122279.45,0.4711,R30,Professional services,218,1218435.04,0.5442,0.50–0.99,5,5.308,2.763,3.218,930138.22,1151797.69,150.0,108.0,6200.921466666667,1984.51,11687.504999999997,242471.13,108.0,0.8287937732442664,0.6880733944954128,4266.689082568807,-192141.22999999998,False
Q202505796,ACC05796,2025,15,1,4150823.13,3.8849,R36,Technology,454,3863750.07,3.9365,2.50–5.00,5,4.567,2.856,3.502,12615876.8,15348944.78,639.0,344.0,19743.156181533646,6219.76,48989.48000000003,340041.27,231.0,3.039367471193599,1.407488986784141,27788.274889867844,8465053.670000002,True
Q202505797,ACC05797,2025,5,0,2012934.78,0.6275,R31,Logistics,403,2018400.6,0.7102,0.50–0.99,1,5.502,1.647,2.778,1085550.5,1274693.08,256.0,188.0,4240.431640625,1802.345,12495.67,56301.53,160.0,0.5392874676247583,0.6352357320099256,2693.6736972704716,-927384.28,False
Q202505798,ACC05798,2025,0,1,3498973.56,0.6645,R11,Retail,492,3552061.32,0.6275,0.50–0.99,11,4.109,2.225,3.905,1597806.36,1914210.6199999999,356.0,247.0,4488.2201123595505,1706.7800000000002,10360.869999999999,54972.24,186.0,0.4566500239573117,0.7235772357723578,3247.5739024390246,-1901167.2,False
Q202505799,ACC05799,2025,10,1,4310254.18,0.6509,R23,Healthcare,636,3814824.6,0.5962,0.50–0.99,7,4.92,2.879,3.089,2620609.16,3107222.57,446.0,317.0,5875.805291479821,1748.4299999999998,14289.445,127799.42,210.0,0.607994111382081,0.7012578616352201,4120.45465408805,-1689645.0199999996,False
Q202505800,ACC05800,2025,10,1,1751423.89,4.2524,R24,Hospitality,210,1595197.06,4.2999,2.50–5.00,4,5.59,2.842,3.647,5374030.34,6323269.06,296.0,155.0,18155.507905405404,6026.4400000000005,44318.39,317033.31,177.0,3.068377889946448,1.4095238095238096,25590.620666666666,3622606.45,True
Q202505801,ACC05801,2025,25,1,9349392.45,0.8075,R11,Retail,1038,7327504.23,0.7951,0.50–0.99,9,4.109,2.225,3.905,3867178.97,4674589.1899999995,703.0,501.0,5500.9658179231865,1784.66,12482.07400000001,234698.4,243.0,0.41362890590821233,0.6772639691714836,3725.605944123314,-5482213.479999999,False
Q202505802,ACC05802,2025,5,1,435247.02,0.8572,R09,Retail,62,440926.68,0.8414,0.50–0.99,10,4.042,2.371,3.67,341111.62,433400.27999999997,40.0,29.0,8527.7905,2696.12,16703.368000000006,145741.59,37.0,0.7837195990451583,0.6451612903225806,5501.800322580645,-94135.40000000002,False
Q202505803,ACC05803,2025,10,1,1238651.59,0.2613,R43,Hospitality,217,1159383.68,0.2861,0.15–0.49,10,5.057,1.509,3.524,321567.57,382038.41000000003,101.0,77.0,3183.8373267326733,1373.1,7801.42,46162.31,84.0,0.25961099359667394,0.46543778801843316,1481.878202764977,-917084.02,False
Q202505804,ACC05804,2025,15,0,2565027.56,0.5114,R14,Retail,407,2370751.9,0.5869,0.50–0.99,8,5.289,2.826,4.013,1252724.49,1536336.51,268.0,190.0,4674.345111940299,1678.21,11109.619000000012,73596.65,162.0,0.4883863664997034,0.6584766584766585,3077.94714987715,-1312303.07,False
Q202505805,ACC05805,2025,5,1,3276599.3,2.2034,R22,Professional services,399,3080178.58,2.2268,1.50–2.49,11,4.448,3.101,4.083,5377848.36,6439510.86,463.0,277.0,11615.22323974082,4033.91,29277.464000000004,311465.46,212.0,1.6412896016916076,1.1604010025062657,13478.316691729324,2101249.0600000005,True
Q202505806,ACC05806,2025,15,0,778155.02,0.0568,R23,Retail,127,688524.09,0.155,0.15–0.49,6,4.92,2.879,3.089,141025.19999999998,165936.08000000002,51.0,45.0,2765.2,1309.57,7033.3,18503.85,49.0,0.18123021297221725,0.4015748031496063,1110.4346456692913,-637129.8200000001,False
Q202505807,ACC05807,2025,20,1,2938163.09,0.9142,R42,Retail,287,2399053.14,0.8889,0.50–0.99,10,5.154,2.539,3.317,1203564.42,1429452.67,203.0,151.0,5928.888768472906,1845.41,12830.422000000004,108452.3,133.0,0.40963159060037063,0.7073170731707317,4193.60425087108,-1734598.67,False
Q202505808,ACC05808,2025,25,1,462980.17,0.9837,R13,Hospitality,62,380236.53,0.9304,0.50–0.99,8,3.794,1.943,2.464,283261.53,345090.28,56.0,38.0,5058.241607142858,2419.09,12933.095000000001,45853.84,49.0,0.611822165083226,0.9032258064516129,4568.73435483871,-179718.63999999996,False
Q202505809,ACC05809,2025,0,1,1066676.95,0.5054,R05,Manufacturing,136,1046017.86,0.4755,0.15–0.49,5,4.241,1.643,3.266,168578.64,199850.56,66.0,55.0,2554.2218181818184,1104.495,5999.32,15547.84,57.0,0.15804095138645305,0.4852941176470588,1239.548823529412,-898098.3099999999,False
Q202505810,ACC05810,2025,5,1,1194629.39,1.2276,R11,Retail,196,1151191.23,1.2069,1.00–1.49,4,4.109,2.225,3.905,1240873.21,1490092.93,155.0,110.0,8005.633612903225,2875.66,20035.186,147620.59,118.0,1.0387097625314576,0.7908163265306123,6330.985765306123,46243.820000000065,True
Q202505811,ACC05811,2025,0,1,1639840.04,0.7821,R19,Technology,273,1619257.62,0.6929,0.50–0.99,12,5.211,3.105,4.492,911824.25,1074942.83,168.0,131.0,5427.525297619048,1969.6750000000002,14614.829000000005,43695.98,118.0,0.5560446310360857,0.6153846153846154,3340.0155677655675,-728015.79,False
Q202505812,ACC05812,2025,10,1,3160345.47,0.8041,R39,Healthcare,556,3019836.24,0.7411,0.50–0.99,9,4.817,2.172,3.907,1856890.45,2231750.64,370.0,266.0,5018.622837837837,1696.4650000000001,11779.935000000005,75152.55,192.0,0.5875593246456059,0.6654676258992805,3339.731025179856,-1303455.0200000003,False
Q202505813,ACC05813,2025,-5,1,1595021.45,0.8069,R19,Financial services,344,1814136.03,0.7721,0.50–0.99,5,5.211,3.105,4.492,1655024.61,1988820.3,244.0,170.0,6782.887745901639,2157.45,14239.838000000005,256440.39,149.0,1.0376190301390618,0.7093023255813954,4811.118052325582,60003.16000000015,True
Q202505814,ACC05814,2025,5,1,805872.5,0.5599,R48,Professional services,143,763252.29,0.5444,0.50–0.99,6,4.632,2.523,3.414,531192.48,632668.5599999999,103.0,73.0,5157.20854368932,2094.64,13549.481999999995,65852.05,81.0,0.6591520122600039,0.7202797202797203,3714.632727272727,-274680.02,False
Q202505815,ACC05815,2025,0,1,797154.75,1.4488,R01,Technology,106,841737.03,1.4119,1.00–1.49,12,4.372,2.418,3.721,736624.92,893668.23,94.0,63.0,7836.435319148936,3009.465,22288.993,69327.58,81.0,0.9240676543669847,0.8867924528301887,6949.2916981132075,-60529.82999999996,False
Q202505816,ACC05816,2025,15,1,15225659.55,1.1736,R38,Technology,1909,13923200.01,1.1485,1.00–1.49,3,5.154,2.271,4.048,11872617.36,14221589.03,1598.0,1082.0,7429.67294117647,2457.75,16891.689999999995,213623.4,250.0,0.7797768839511454,0.8370874803562074,6219.2862022001045,-3353042.1900000013,False
Q202505817,ACC05817,2025,20,1,2136723.5,0.6191,R17,Technology,246,1741035.54,0.6579,0.50–0.99,9,4.522,2.584,4.335,903760.27,1080628.18,179.0,129.0,5048.940055865922,1488.48,10948.220000000003,112430.84,133.0,0.42296547494329517,0.7276422764227642,3673.822235772358,-1232963.23,False
Q202505818,ACC05818,2025,0,1,770726.79,3.8809,R41,Financial services,105,790238.22,3.9932,2.50–5.00,3,4.704,2.731,3.573,2352989.44,2790000.5,139.0,73.0,16927.981582733813,6106.74,42712.782,296763.99,102.0,3.052948814715523,1.3238095238095238,22409.423238095238,1582262.65,True
Q202505819,ACC05819,2025,10,1,4747536.44,1.1528,R04,Professional services,574,4687997.66,1.141,1.00–1.49,5,4.635,2.435,2.271,3609926.37,4335839.34,492.0,328.0,7337.248719512196,2755.38,18300.596,175578.23,204.0,0.7603788650435298,0.8571428571428571,6289.070331010453,-1137610.0700000003,False
Q202505820,ACC05820,2025,5,1,3955882.26,1.0245,R06,Retail,530,3771990.46,0.9095,0.50–0.99,2,4.996,3.274,3.972,1689599.61,2008647.92,353.0,251.0,4786.401161473088,1855.29,12304.746000000001,60473.05,190.0,0.42711069211650404,0.6660377358490566,3187.92379245283,-2266282.6499999994,False
Q202505821,ACC05821,2025,0,1,2902393.77,0.3754,R19,Retail,550,3145890.48,0.3913,0.15–0.49,1,5.211,3.105,4.492,2008326.27,2558160.96,268.0,219.0,7493.75473880597,1373.975,8596.010000000002,1088279.78,158.0,0.6919551339858341,0.48727272727272725,3651.502309090909,-894067.5,False
Q202505822,ACC05822,2025,25,0,475864.65,0.8228,R48,Financial services,86,402690.2,0.7417,0.50–0.99,5,4.632,2.523,3.414,193438.16,235077.13999999998,50.0,37.0,3868.7632,1973.045,6679.198,34594.12,46.0,0.406498276348117,0.5813953488372093,2249.280930232558,-282426.49,False
Q202505823,ACC05823,2025,0,1,503997.78,1.1,R40,Healthcare,62,505332.28,1.1301,1.00–1.49,11,4.115,3.451,3.722,414563.92,505903.09,56.0,39.0,7402.927142857143,2285.41,17377.52,63955.69,51.0,0.8225510834591374,0.9032258064516129,6686.514838709677,-89433.86000000004,False
Q202505824,ACC05824,2025,-10,1,1082201.51,1.4293,R03,Manufacturing,119,1242332.7,1.3308,1.00–1.49,2,4.915,2.329,3.009,686666.17,815831.23,105.0,66.0,6539.67780952381,3000.47,17537.860000000008,42202.45,90.0,0.6345086045943514,0.8823529411764706,5770.303949579832,-395535.33999999997,False
Q202505825,ACC05825,2025,-10,1,3623486.26,0.6994,R20,Healthcare,476,4109388.82,0.76,0.50–0.99,6,4.502,2.439,3.155,1664227.27,1970654.67,353.0,248.0,4714.524844192634,1546.24,11873.536000000002,82483.02,190.0,0.45928896940263275,0.7415966386554622,3496.2757773109242,-1959258.9899999998,False
Q202505826,ACC05826,2025,5,1,872422.68,0.9978,R47,Logistics,117,862993.94,0.9825,0.50–0.99,5,4.949,2.463,3.295,335103.18,395056.81,81.0,50.0,4137.076296296296,1477.22,10040.64,43165.54,70.0,0.38410645170297497,0.6923076923076923,2864.1297435897436,-537319.5,False
Q202505827,ACC05827,2025,-5,1,3382290.63,1.3427,R16,Technology,500,3697318.48,1.2872,1.00–1.49,12,5.494,3.072,4.115,3065090.67,3704102.87,404.0,280.0,7586.858094059406,3076.45,22963.047999999995,123625.03,201.0,0.9062174145573055,0.808,6130.18134,-317199.95999999996,False
Q202505828,ACC05828,2025,5,1,1048008.86,1.2793,R01,Financial services,140,1002991.65,1.2546,1.00–1.49,9,4.372,2.418,3.721,794847.84,957318.14,110.0,76.0,7225.889454545454,2704.255,15986.155000000002,138771.34,88.0,0.7584361834498231,0.7857142857142857,5677.484571428571,-253161.02000000002,False
Q202505829,ACC05829,2025,25,0,992260.56,0.586,R32,Technology,129,860110.5,0.5973,0.50–0.99,2,5.601,2.837,2.694,530860.86,629170.87,90.0,66.0,5898.454,1970.855,13378.916000000007,82595.85,73.0,0.5350014717908368,0.6976744186046512,4115.200465116279,-461399.70000000007,False
Q202505830,ACC05830,2025,25,0,2311252.23,0.3046,R06,Hospitality,356,2017401.64,0.3078,0.15–0.49,10,4.996,3.274,3.972,519172.19,629209.61,184.0,151.0,2821.587989130435,1148.105,7057.223000000003,40260.28,130.0,0.22462809695158195,0.5168539325842697,1458.3488483146068,-1792080.04,False
Q202505831,ACC05831,2025,5,1,1720543.79,0.6393,R42,Healthcare,225,1624961.43,0.7124,0.50–0.99,12,5.154,2.539,3.317,873616.86,1056021.0,142.0,103.0,6152.231408450704,2074.19,15851.975000000002,70051.54,111.0,0.5077562483893536,0.6311111111111111,3882.7416,-846926.93,False
Q202505832,ACC05832,2025,10,1,2583231.3,0.2776,R06,Healthcare,321,2404160.29,0.1974,0.15–0.49,1,4.996,3.274,3.972,374067.27,451392.31,153.0,120.0,2444.884117647059,927.82,7181.522000000007,21706.88,116.0,0.14480595291641132,0.4766355140186916,1165.318598130841,-2209164.03,False
Q202505833,ACC05833,2025,25,1,890964.0,0.6542,R09,Hospitality,89,768912.29,0.5886,0.50–0.99,4,4.042,2.371,3.67,338767.91000000003,396348.34,53.0,34.0,6391.847358490567,2250.66,9522.540000000003,100431.5,50.0,0.3802262605447583,0.5955056179775281,3806.3810112359556,-552196.09,False
Q202505834,ACC05834,2025,5,1,1145610.96,0.836,R40,Healthcare,150,1096941.45,0.9202,0.50–0.99,11,4.115,3.451,3.722,351385.69,429289.32,103.0,73.0,3411.5115533980584,1616.67,6132.342000000001,57025.01,83.0,0.3067234011099196,0.6866666666666666,2342.571266666667,-794225.27,False
Q202505835,ACC05835,2025,15,0,1938753.11,0.813,R06,Logistics,299,1727652.83,0.8751,0.50–0.99,10,4.996,3.274,3.972,1379403.19,1641149.75,231.0,156.0,5971.4423809523805,1707.27,12844.95,179079.21,149.0,0.7114898657725428,0.7725752508361204,4613.388595317726,-559349.9200000002,False
Q202505836,ACC05836,2025,5,1,2772812.04,4.562,R14,Professional services,325,2593162.44,4.5441,2.50–5.00,9,5.289,2.826,4.013,8082280.08,9696274.98,433.0,234.0,18665.77385681293,5616.63,43910.836,338279.93,203.0,2.9148315729327257,1.3323076923076924,24868.55409230769,5309468.04,True
Q202505837,ACC05837,2025,0,1,989957.89,0.9602,R45,Professional services,162,1005169.94,0.9297,0.50–0.99,11,4.089,2.768,3.438,462444.77,553061.98,123.0,93.0,3759.7135772357724,1923.93,7957.951999999999,41166.67,97.0,0.46713579907929215,0.7592592592592593,2854.5973456790125,-527513.12,False
Q202505838,ACC05838,2025,10,0,8392065.1,0.9134,R13,Financial services,1448,7831099.91,0.8964,0.50–0.99,3,3.794,1.943,2.464,4914493.68,5905600.68,944.0,692.0,5206.031440677966,1714.875,13018.908000000005,120172.89,243.0,0.5856119586107595,0.6519337016574586,3393.987348066298,-3477571.42,False
Q202505839,ACC05839,2025,5,1,787121.16,2.2672,R38,Retail,99,761105.54,2.201,1.50–2.49,2,5.154,2.271,4.048,1281978.53,1572323.8699999999,109.0,67.0,11761.270917431193,4445.7,19806.326,161273.06,90.0,1.6286927542387502,1.101010101010101,12949.27808080808,494857.37,True
Q202505840,ACC05840,2025,-10,1,1480909.21,0.9196,R15,Healthcare,309,1764010.19,0.9242,0.50–0.99,1,3.846,1.903,2.489,1282241.07,1559863.91,221.0,165.0,5801.995791855204,1760.42,13088.85,152402.14,140.0,0.8658471845144377,0.7152103559870551,4149.647475728156,-198668.1399999999,False
Q202505841,ACC05841,2025,15,1,685977.22,0.815,R06,Hospitality,121,646996.94,0.8217,0.50–0.99,10,4.996,3.274,3.972,803727.13,959334.61,97.0,76.0,8285.846701030929,2421.13,17655.03600000001,139873.52,80.0,1.171652799199367,0.8016528925619835,6642.372975206612,117749.91000000003,True
Q202505842,ACC05842,2025,0,0,6026125.41,0.725,R14,Logistics,1155,6529806.0,0.6944,0.50–0.99,1,5.289,2.826,4.013,4799407.79,5786862.09,821.0,594.0,5845.807295980511,2051.2,12823.22,355048.87,247.0,0.7964334399738289,0.7108225108225108,4155.33141991342,-1226717.62,False
Q202505843,ACC05843,2025,5,1,1367571.73,1.8674,R37,Healthcare,206,1386987.06,1.8699,1.50–2.49,8,5.303,2.136,4.946,3107380.12,3659991.05,241.0,143.0,12893.693443983402,3738.33,33644.93,221260.79,160.0,2.272188033603181,1.1699029126213591,15084.369514563108,1739808.3900000001,True
Q202505844,ACC05844,2025,15,1,3977782.28,1.1257,R17,Logistics,467,3490565.55,1.1668,1.00–1.49,11,4.522,2.584,4.335,3084787.03,3672080.14,378.0,262.0,8160.812248677248,2707.58,21002.782000000014,110284.76,196.0,0.7755042415242496,0.8094218415417559,6605.539678800856,-892995.25,False
Q202505845,ACC05845,2025,25,0,1136523.84,0.2128,R32,Professional services,113,883780.14,0.1659,0.15–0.49,6,5.601,2.837,2.694,222674.18,265078.45,55.0,44.0,4048.6214545454545,1406.61,7271.982000000001,63872.72,49.0,0.19592565695762262,0.48672566371681414,1970.5679646017697,-913849.6600000001,False
Q202505846,ACC05846,2025,0,1,1219551.84,0.6925,R27,Retail,192,1188460.22,0.576,0.50–0.99,10,5.284,2.649,3.276,854061.1,1004784.21,149.0,104.0,5731.953691275167,2028.43,15264.478000000003,108499.97,115.0,0.7003073358488803,0.7760416666666666,4448.234895833333,-365490.7400000001,False
Q202505847,ACC05847,2025,0,1,408580.15,0.7925,R37,Healthcare,86,426774.5,0.6931,0.50–0.99,10,5.303,2.136,4.946,632683.58,747540.8099999999,68.0,50.0,9304.170294117646,1692.6100000000001,19576.29600000002,151918.62,68.0,1.548493190381373,0.7906976744186046,7356.785813953488,224103.42999999993,True
Q202505848,ACC05848,2025,-15,1,687296.19,0.2968,R03,Professional services,123,807414.17,0.3262,0.15–0.49,2,4.915,2.329,3.009,201489.98,240556.51,61.0,46.0,3303.1144262295084,926.51,9193.11,30320.65,54.0,0.2931632430553704,0.4959349593495935,1638.129918699187,-485806.20999999996,False
Q202505849,ACC05849,2025,5,1,1165386.11,1.1468,R17,Financial services,131,1085091.16,1.091,1.00–1.49,6,4.522,2.584,4.335,1011767.2,1191327.08,120.0,76.0,8431.393333333333,4447.4400000000005,21669.998000000003,87673.5,91.0,0.8681819624570606,0.916030534351145,7723.413740458015,-153618.91000000015,False
Q202505850,ACC05850,2025,0,1,877529.98,0.3924,R09,Hospitality,148,882325.76,0.3528,0.15–0.49,11,4.042,2.371,3.67,129383.51,154948.27,70.0,57.0,1848.335857142857,616.28,3872.1440000000002,18826.21,59.0,0.147440558099223,0.47297297297297297,874.2129054054054,-748146.47,False
Q202505851,ACC05851,2025,15,1,4993250.32,0.7552,R48,Manufacturing,570,4469687.86,0.7374,0.50–0.99,1,4.632,2.523,3.414,2086552.94,2492678.44,382.0,290.0,5462.1804712041885,1901.9299999999998,12561.479000000008,85710.31,192.0,0.4178746920903416,0.6701754385964912,3660.619192982456,-2906697.3800000004,False
Q202505852,ACC05852,2025,-5,1,938709.39,1.2404,R10,Technology,128,1012453.22,1.2239,1.00–1.49,10,3.901,2.455,2.355,885114.64,1082134.42,117.0,83.0,7565.082393162394,2324.88,17766.996000000003,106665.58,99.0,0.9429059189447333,0.9140625,6914.958125,-53594.75,False
Q202505853,ACC05853,2025,10,1,3784916.11,2.9717,R46,Retail,352,3491799.91,3.0058,2.50–5.00,10,4.86,1.532,4.229,8669764.99,10411789.88,510.0,261.0,16999.539196078433,5931.555,36466.33900000001,589144.56,216.0,2.290609550656593,1.4488636363636365,24630.014176136363,4884848.880000001,True
Q202505854,ACC05854,2025,-10,1,488139.38,1.2781,R08,Professional services,75,573377.43,1.2773,1.00–1.49,7,4.649,1.752,3.434,342095.33999999997,415477.54,58.0,39.0,5898.195517241379,3183.815,13980.315000000006,70425.29,53.0,0.7008148779145824,0.7733333333333333,4561.271199999999,-146044.04000000004,False
Q202505855,ACC05855,2025,10,1,1210894.54,2.2679,R17,Healthcare,150,1146670.94,2.259,1.50–2.49,2,4.522,2.584,4.335,2219237.49,2614128.77,159.0,99.0,13957.46849056604,4860.44,38302.38800000002,127340.64,116.0,1.832725655860997,1.06,14794.916600000002,1008342.9500000002,True
Q202505856,ACC05856,2025,-15,0,709416.27,0.6904,R31,Retail,118,835736.75,0.7013,0.50–0.99,3,5.502,1.647,2.778,481297.23,574010.2,84.0,64.0,5729.728928571429,1953.26,14355.971000000001,41628.73,72.0,0.6784412063174136,0.711864406779661,4078.7900847457627,-228119.04000000004,False
Q202505857,ACC05857,2025,5,1,1912914.7,0.7155,R16,Technology,236,1902985.66,0.7525,0.50–0.99,9,5.494,3.072,4.115,645839.09,789040.63,158.0,118.0,4087.5891772151895,2107.89,10638.484000000004,48937.58,119.0,0.3376204333627631,0.6694915254237288,2736.6063135593217,-1267075.6099999999,False
Q202505858,ACC05858,2025,15,1,778511.39,0.8651,R06,Hospitality,108,660231.54,0.9702,0.50–0.99,3,4.996,3.274,3.972,300125.26,355431.52999999997,68.0,49.0,4413.606764705883,2000.335,10621.404000000002,29038.49,59.0,0.385511713579425,0.6296296296296297,2778.937592592593,-478386.13,False
Q202505859,ACC05859,2025,-5,1,401391.34,0.3988,R36,Logistics,62,435432.97,0.437,0.15–0.49,3,4.567,2.856,3.502,153191.97,191690.99,30.0,25.0,5106.399,1177.365,17168.871000000003,32137.15,27.0,0.3816524043592968,0.4838709677419355,2470.8382258064516,-248199.37000000002,False
Q202505860,ACC05860,2025,5,1,6140546.33,0.6824,R14,Healthcare,799,6325702.41,0.7108,0.50–0.99,5,5.289,2.826,4.013,3014282.04,3593506.58,549.0,385.0,5490.495519125683,1799.32,13437.954,131549.02,220.0,0.4908817355995749,0.6871088861076345,3772.5682603254068,-3126264.29,False
Q202505861,ACC05861,2025,5,1,1900181.47,0.6804,R22,Technology,290,1801295.15,0.7089,0.50–0.99,3,4.448,3.101,4.083,1215595.59,1518921.21,204.0,143.0,5958.801911764706,1931.135,15038.913000000026,187098.67,137.0,0.6397260520596488,0.7034482758620689,4191.708931034483,-684585.8799999999,False
Q202505862,ACC05862,2025,0,1,5540531.14,0.6348,R42,Logistics,846,5447111.8,0.6382,0.50–0.99,9,5.154,2.539,3.317,3300285.05,3955835.21,567.0,421.0,5820.608553791887,1824.37,15272.45,108423.23,224.0,0.5956622147962515,0.6702127659574468,3901.046158392435,-2240246.09,False
Q202505863,ACC05863,2025,25,0,2155468.68,0.2907,R43,Technology,325,1790612.27,0.2816,0.15–0.49,11,5.057,1.509,3.524,552862.09,658884.21,166.0,129.0,3330.494518072289,1182.915,8628.175,85732.31,119.0,0.25649275033771307,0.5107692307692308,1701.114123076923,-1602606.5900000003,False
Q202505864,ACC05864,2025,-5,1,1857033.67,0.6878,R15,Logistics,312,2073082.39,0.5855,0.50–0.99,6,3.846,1.903,2.489,958085.64,1162474.59,225.0,161.0,4258.1584,1829.98,11130.945999999996,36766.95,150.0,0.5159226003694376,0.7211538461538461,3070.787307692308,-898948.0299999999,False
Q202505865,ACC05865,2025,15,1,2133430.24,0.6922,R29,Logistics,227,1907176.46,0.6626,0.50–0.99,2,4.729,2.973,3.877,713830.79,861277.24,155.0,110.0,4605.359935483872,1636.61,10830.619999999997,72715.42,117.0,0.3345929839262051,0.6828193832599119,3144.6290308370044,-1419599.4500000002,False
Q202505866,ACC05866,2025,0,1,4173983.09,0.8313,R18,Retail,594,4252561.21,0.8437,0.50–0.99,1,3.836,2.826,3.535,2236569.74,2687457.41,421.0,294.0,5312.517197149644,1876.02,12345.75,110568.99,206.0,0.5358358411557437,0.7087542087542088,3765.268922558923,-1937413.3499999996,False
Q202505867,ACC05867,2025,-5,1,2820477.7,0.9363,R44,Financial services,391,3058789.2,0.9632,0.50–0.99,1,4.353,1.785,3.411,1330225.34,1603807.89,262.0,186.0,5077.195954198473,1984.19,12432.883000000002,114336.39,162.0,0.47163122048438816,0.670076726342711,3402.11084398977,-1490252.36,False
Q202505868,ACC05868,2025,10,1,1687680.85,0.227,R23,Technology,280,1501271.69,0.2827,0.15–0.49,12,4.92,2.879,3.089,390316.13,473684.82,143.0,112.0,2729.4834265734266,1041.86,6955.456,38890.85,109.0,0.2312736617234236,0.5107142857142857,1393.9861785714286,-1297364.7200000002,False
Q202505869,ACC05869,2025,5,0,462680.92,0.5268,R47,Financial services,85,429532.91,0.445,0.15–0.49,5,4.949,2.463,3.295,314270.39,394811.97000000003,49.0,34.0,6413.681428571429,1230.72,12238.174,85061.85,47.0,0.679237842788071,0.5764705882352941,3697.2987058823533,-148410.52999999997,False
Q202505870,ACC05870,2025,-5,1,1456964.41,3.3249,R43,Technology,227,1507640.12,3.2807,2.50–5.00,12,5.057,1.509,3.524,6605254.5200000005,7990639.61,317.0,165.0,20836.765047318615,6746.82,46753.334000000046,304487.64,181.0,4.533573006083245,1.39647577092511,29098.03753303965,5148290.11,True
Q202505871,ACC05871,2025,15,1,2262399.29,2.2888,R04,Healthcare,290,2071380.9,2.225,1.50–2.49,12,4.635,2.435,2.271,3193944.44,3829843.08,301.0,192.0,10611.111096345514,3815.2,27550.92,153959.07,177.0,1.4117509911347257,1.0379310344827586,11013.601517241379,931545.1499999999,True
Q202505872,ACC05872,2025,15,1,1322284.3,1.1873,R37,Retail,181,1173023.67,1.2487,1.00–1.49,11,5.303,2.136,4.946,1104901.29,1340435.11,163.0,109.0,6778.535521472393,2017.2,15856.138000000003,97331.62,129.0,0.8356004000047493,0.9005524861878453,6104.427016574586,-217383.01,False
Q202505873,ACC05873,2025,0,1,824183.24,1.9835,R15,Retail,110,854012.14,1.9379,1.50–2.49,8,3.846,1.903,2.489,1019840.13,1216061.68,115.0,68.0,8868.17504347826,3562.39,25384.71800000001,70556.85,94.0,1.2373948904857615,1.0454545454545454,9271.273909090909,195656.89,True
Q202505874,ACC05874,2025,-10,1,1775066.85,0.7439,R19,Technology,363,2010462.15,0.7644,0.50–0.99,5,5.211,3.105,4.492,1280262.52,1516222.67,238.0,172.0,5379.254285714286,2097.76,9939.387000000008,160312.18,160.0,0.7212474955520689,0.6556473829201102,3526.893994490358,-494804.3300000001,False
